matrix_index,case_tag,partition_name,partition_basis,matrix_convention,geometry_file,simplified_geometry_file,region_id,population,population_rounded,target_population,population_ratio,area_m2,area_sqmi,population_density_per_sqmi,centroid_x,centroid_y,centroid_lon,centroid_lat
4180,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004180,2556.107171846607,2556,8432.079434167574,0.3031407841687332,4856227.706879996,1.8749999999999984,1363.2571583181916,77859.25346929762,243736.0818412426,-76.59845414992513,39.19485076212801
4181,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004181,360.8813100436264,361,8432.079434167574,0.0427986136588445,4856227.706879996,1.8749999999999984,192.4700320232676,80062.9384982616,243736.0818412426,-76.57293883474281,39.19466330960312
4182,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004182,183.76322725640657,184,8432.079434167574,0.0217933463140516,4856227.706879996,1.8749999999999984,98.00705453675026,82266.62352722559,243736.0818412426,-76.54742364827,39.1944706260077
4183,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004183,8280.01733006766,8280,8432.079434167574,0.981966239136251,4856227.706880004,1.8750000000000016,4416.009242702748,20563.44271623402,243736.08184124265,-77.26188591820058,39.197888325001294
4184,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004184,7973.267991329885,7973,8432.079434167574,0.9455873908186228,4856227.706880004,1.8750000000000016,4252.409595375935,22767.127745198013,243736.08184124265,-77.23636849985868,39.19783688997298
4185,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004185,807.5440360132645,808,8432.079434167574,0.0957704493082715,23722028.750919785,9.15912650573609,88.16823695005452,-23969.854609111197,243837.9740285521,-77.77756175900798,39.19872465952032
4186,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004186,1808.7183490091795,1809,8432.079434167574,0.2145044248136567,72349432.88939887,27.934272207918728,64.74907724628133,-44683.015839409774,244585.73992352985,-78.01745501172128,39.20469595030196
4187,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004187,399.802133418018,400,8432.079434167574,0.0474144173497681,35103902.2289174,13.553692423847982,29.497654286042263,-77398.44231303502,244619.3897814995,-78.39630500223441,39.20284759020287
4188,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004188,460.462093108009,460,8432.079434167574,0.0546083675685233,51870460.38023949,20.02729671740088,22.991724724781893,148017.45746200054,244749.49076077345,-75.78600185586879,39.19544480676991
4189,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004189,3532.9262656489864,3533,8432.079434167574,0.4189863595607555,77699643.31007993,29.99999999999997,117.76420885496633,-70889.48598577135,244837.9243557246,-78.32095390699446,39.20533645923605
4190,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004190,3417.6970418221663,3418,8432.079434167574,0.4053207833850969,77699643.31007996,29.999999999999982,113.9232347274056,-18001.045290635717,244837.9243557246,-77.70847040191617,39.20786912337145
4191,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004191,4127.428429463265,4127,8432.079434167574,0.4894911702015685,77699643.31007996,29.999999999999982,137.58094764877558,-9186.305174779774,244837.9243557246,-77.60638687302432,39.20799822888237
4192,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004192,3814.8132483105737,3815,8432.079434167574,0.452416664014406,77699643.31007996,29.999999999999982,127.16044161035252,-371.56505892383393,244837.9243557246,-77.5043031077095,39.20804361671938
4193,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004193,1703.7105783830527,1704,8432.079434167574,0.2020510588976971,77699643.31007996,29.999999999999982,56.79035261276845,8443.175056932108,244837.9243557246,-77.4022193328319,39.20800528674358
4194,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004194,1070.2385160582187,1070,8432.079434167574,0.1269246245145073,77699643.31007993,29.99999999999997,35.674617201940656,96590.57621549148,244837.9243557246,-76.38143096353659,39.20301765998551
4195,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004195,381.4573247917048,381,8432.079434167574,0.0452388201237768,77699643.31007993,29.99999999999997,12.715244159723506,105405.31633134744,244837.9243557246,-76.27936205411297,39.20205849820759
4196,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004196,1002.6701299155771,1003,8432.079434167574,0.1189113714764906,77699643.31007993,29.99999999999997,33.4223376638526,114220.0564472034,244837.9243557246,-76.17729585659352,39.20101563694262
4197,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004197,8495.87649175284,8496,8432.079434167574,1.007565993428235,77699643.31007993,29.99999999999997,283.1958830584283,123034.7965630593,244837.9243557246,-76.07523259760426,39.19988907938359
4198,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004198,1858.300708901579,1858,8432.079434167574,0.2203846303168789,77699643.31007993,29.99999999999997,61.943356963386016,131849.53667891523,244837.9243557246,-75.97317250373196,39.19867882897974
4199,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004199,1759.8553583155233,1760,8432.079434167574,0.2087095326906462,77699643.31007993,29.99999999999997,58.66184527718416,140664.27679477117,244837.9243557246,-75.87111580152127,39.19738488943649
4200,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004200,2338.2014271271087,2338,8432.079434167574,0.2772983159589908,1214056.9267199829,0.4687499999999934,4988.163044537902,53067.7968934528,245388.8456129656,-76.8853877804556,39.21149020962712
4201,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004201,2414.2811895766376,2414,8432.079434167574,0.2863209731864888,1214056.9267199829,0.4687499999999934,5150.466537763567,54169.63940793479,245388.8456129656,-76.87262698843284,39.21142655162663
4202,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004202,6269.122343393056,6269,8432.079434167574,0.7434847349741497,4856227.706880004,1.8750000000000016,3343.531916476294,20563.44271623402,245939.76687020657,-77.26182316049704,39.21774334406612
4203,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004203,2913.102642845146,2913,8432.079434167574,0.3454785578799201,4856227.706880004,1.8750000000000016,1553.654742850743,22767.127745198013,245939.76687020657,-77.23629901680948,39.21769189658553
4204,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004204,128.39687340672103,128,8432.079434167574,0.0152271897352442,4856227.706879996,1.8749999999999984,68.47833248358461,13952.38762934207,245939.7668702066,-77.33839577591382,39.21786628874791
4205,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004205,136.6804261066377,137,8432.079434167574,0.0162095752505361,4856227.706879996,1.8749999999999984,72.8962272568735,16156.072658306051,245939.7668702066,-77.31287154359522,39.21783054015563
4206,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004206,3498.0730602799404,3498,8432.079434167574,0.4148529538402379,4856227.706879996,1.8749999999999984,1865.6389654826369,18359.75768727004,245939.7668702066,-77.2873473372743,39.21778955859242
4207,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004207,420.9705110545205,421,8432.079434167574,0.0499248749186005,4856227.706879996,1.8749999999999984,224.51760589574445,24970.812774161997,245939.7668702066,-77.21077490975756,39.21763521616054
4208,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004208,1161.2248364242862,1161,8432.079434167574,0.1377151206283582,4856227.706879996,1.8749999999999984,619.3199127596199,27174.49780312598,245939.7668702066,-77.18525084288721,39.21757330280197
4209,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004209,425.04916468649657,425,8432.079434167574,0.0504085816559267,4856227.706879996,1.8749999999999984,226.6928878327984,29378.18283208997,245939.7668702066,-77.15972681974432,39.21750615652169
4210,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004210,2920.630939200361,2921,8432.079434167574,0.3463713739893971,4856227.706879996,1.8749999999999984,1557.669834240194,49211.34809276583,245939.7668702066,-76.93001316424704,39.21666636097246
4211,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004211,5442.707401222266,5443,8432.079434167574,0.6454762960566888,4856227.706879996,1.8749999999999984,2902.777280651878,51415.03312172981,245939.7668702066,-76.90448977339369,39.216546886346975
4212,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004212,8651.023413876002,8651,8432.079434167574,1.025965597385296,4856227.706879996,1.8749999999999984,4613.8791540672055,55822.40317965778,245939.7668702066,-76.8534432434201,39.21629223894399
4213,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004213,8062.693998625032,8063,8432.079434167574,0.9561928420591298,4856227.706879996,1.8749999999999984,4300.1034659333545,58026.08820862175,245939.7668702066,-76.82792011139033,39.21615706621522
4214,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004214,8935.616608952942,8936,8432.079434167574,1.0597168443106677,4856227.706879996,1.8749999999999984,4765.662191441574,60229.77323758574,245939.7668702066,-76.8023970727254,39.21601666083578
4215,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004215,4765.9934059381485,4766,8432.079434167574,0.5652215972522624,4856227.706879996,1.8749999999999984,2541.8631498336817,62433.45826654972,245939.7668702066,-76.77687413097037,39.215871022832495
4216,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004216,2320.953953293122,2321,8432.079434167574,0.2752528568324914,4856227.706879996,1.8749999999999984,1237.8421084229997,64637.14329551372,245939.7668702066,-76.7513512896702,39.215720152233295
4217,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004217,4735.425667311055,4735,8432.079434167574,0.5615964252095003,4856227.706879996,1.8749999999999984,2525.560355899232,66840.82832447768,245939.7668702066,-76.72582855236975,39.21556404906701
4218,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004218,1356.8476776201817,1357,8432.079434167574,0.160914954396908,4856227.706879996,1.8749999999999984,723.6520947307641,69044.51335344168,245939.7668702066,-76.70030592261382,39.21540271336352
4219,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004219,1048.1982340731522,1048,8432.079434167574,0.1243107637038801,4856227.706879996,1.8749999999999984,559.0390581723484,71248.19838240567,245939.7668702066,-76.67478340394712,39.2152361451537
4220,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004220,5884.2753776785485,5884,8432.079434167574,0.697843921374236,4856227.706879996,1.8749999999999984,3138.280201428562,73451.88341136965,245939.7668702066,-76.64926099991425,39.21506434446946
4221,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004221,5778.852478002599,5779,8432.079434167574,0.685341323349748,4856227.706879996,1.8749999999999984,3082.0546549347223,75655.56844033362,245939.7668702066,-76.6237387140597,39.21488731134363
4222,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004222,4807.819510419023,4808,8432.079434167574,0.5701819519082433,4856227.706879996,1.8749999999999984,2564.1704055568143,77859.25346929762,245939.7668702066,-76.59821654992793,39.214705045810106
4223,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004223,10.920765907702968,11,8432.079434167574,0.0012951450461259,4856227.706879996,1.8749999999999984,5.824408484108255,80062.9384982616,245939.7668702066,-76.5726945110632,39.21451754790378
4224,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004224,0.0,0,8432.079434167574,0.0,4856227.706879996,1.8749999999999984,0.0,82266.62352722559,245939.7668702066,-76.54717260100975,39.2143248176605
4225,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004225,3866.048265941704,3866,8432.079434167574,0.4584928659799046,1214056.926720015,0.4687500000000058,8247.569634008865,53067.7968934528,246490.68812744756,-76.8853067829094,39.221417456465886
4226,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004226,3166.323368282194,3166,8432.079434167574,0.3755091959228889,1214056.926720015,0.4687500000000058,6754.823185668598,54169.63940793479,246490.68812744756,-76.87254430928066,39.22135379076107
4227,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004227,912.8978767070812,913,8432.079434167574,0.108264857302925,19424910.827519983,7.499999999999993,121.7197168942776,-64278.4308988794,247041.60938468852,-78.24459226865645,39.22567217487256
4228,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004228,1804.9342947023947,1805,8432.079434167574,0.214055655997337,19424910.827519983,7.499999999999993,240.6579059603195,-59871.06084095142,247041.60938468852,-78.193539725964,39.225967015644095
4229,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004229,2048.209945359972,2048,8432.079434167574,0.2429068607988243,19424910.827519983,7.499999999999993,273.0946593813299,-55463.690783023456,247041.60938468852,-78.14248679778788,39.22624092337059
4230,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004230,3863.971658579184,3864,8432.079434167574,0.4582465913357041,19424910.827519983,7.499999999999993,515.1962211438916,-51056.32072509549,247041.60938468852,-78.09143351250002,39.22649389784238
4231,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004231,1179.9537607504485,1180,8432.079434167574,0.1399362719436875,19424910.827519983,7.499999999999993,157.32716810005996,32683.71037553594,247041.60938468852,-77.12139098170312,39.22732293275959
4232,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004232,898.7472458640859,899,8432.079434167574,0.1065866673672781,19424910.827519983,7.499999999999993,119.83296611521158,37091.08043346391,247041.60938468852,-77.07033651343005,39.22715722278304
4233,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004233,1793.0950389291922,1793,8432.079434167574,0.212651582913629,19424910.827519983,7.499999999999993,239.0793385238925,41498.45049139188,247041.60938468852,-77.01928228398538,39.22697057885032
4234,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004234,3083.8990041950974,3084,8432.079434167574,0.3657341025155491,19424910.827519983,7.499999999999993,411.18653389268,45905.82054931985,247041.60938468852,-76.96822832174541,39.22676300110433
4235,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004235,2670.34831007242,2670,8432.079434167574,0.3166891786208653,19424910.827519983,7.499999999999993,356.0464413429896,85572.15107067158,247041.60938468852,-76.50875936736632,39.22395281130039
4236,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004236,7155.221222276721,7155,8432.079434167574,0.8485713729501997,19424910.827519983,7.499999999999993,954.0294963035636,89979.52112859953,247041.60938468852,-76.45770963762568,39.22353590680538
4237,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004237,424.8095478409507,425,8432.079434167574,0.0503801643660498,1214056.926720015,0.4687500000000058,906.2603687273504,72900.96215412865,247592.5306419296,-76.65547465949813,39.22999829074946
4238,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004238,1667.789498627076,1668,8432.079434167574,0.1977910089258691,1214056.926720015,0.4687500000000058,3557.950930404385,74002.80466861065,247592.5306419296,-76.64271096411466,39.22991106646337
4239,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004239,6212.771422479393,6213,8432.079434167574,0.7368018139516882,1214056.926720015,0.4687500000000058,13253.912367955874,77308.33221205663,247592.5306419296,-76.60442005844008,39.2296415435475
4240,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004240,4029.401331689721,4029,8432.079434167574,0.4778656751455886,1214056.926720015,0.4687500000000058,8596.056174271298,78410.17472653862,247592.5306419296,-76.59165648485155,39.22954908590399
4241,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004241,28.357799899338403,28,8432.079434167574,0.0033630850042078,11753988.073772855,4.538240166765864,6.248633579819407,-169336.91200966356,248016.71991376264,-79.46157406167157,39.22123207205365
4242,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004242,9668.05374216937,9668,8432.079434167574,1.1465800123980705,4856227.706880004,1.8750000000000016,5156.295329156993,20563.44271623402,248143.45189917056,-77.26176036970384,39.2375979358043
4243,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004243,4231.630958447071,4232,8432.079434167574,0.5018490387199279,4856227.706880004,1.8750000000000016,2256.8698445051027,22767.127745198013,248143.45189917056,-77.23622949712463,39.23754647587129
4244,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004244,161.35622075973507,161,8432.079434167574,0.0191359939169814,4856227.706879996,1.8749999999999984,86.05665107185878,13952.38762934207,248143.45189917056,-77.33835317194138,39.23772091024381
